web-scraper-order	content	like	collection	comment	com1	com2	com3	com4	com5
1681276248-202	"没有汽水的夏天是不完整的
伴随着一串串大气泡一饮而尽
成了夏天最难以忘却的记忆味道
夏天就要到了

教大家 ③ 招辨别真假大窑
1，认准红蓝条
2，认准“大窑”字样
3，认准吴京代言
宝子们，当你购买大窑时，如果老板上的是其他品牌，
请擦亮眼睛，毫不客气
大声告诉他：
“老板，我要喝真大窑！”
??????@小红书创作学院"	0	0	0					
1681276250-203	"大家好！我是大窑哥！
我们终于见面啦！
身披红蓝条、一双大眼睛、一对红蓝手脚
就是我——大窑哥！?
我热情豪爽，我爱广交朋友!
2023请持续关注我，精彩不断哦～
#大窑超级IP???@小红书创作学院??@薯队长"	1	0	0					
1681276253-204	"发工资！喝大窑！
不加班！喝大窑!
好天气！喝大窑！
老友聚会！喝大窑！
随时随地，大窑相伴
大窑在手，好心情我有！！！
当绵密的气泡冲击喉咙的那一瞬间
二氧化碳释放出让人产生的舒适强烈刺激感
气泡瞬间在舌尖上爆开
使我们的大脑释放出更多的多巴胺
这就是我们的快乐源泉
走！搓一顿！
????#大窑超级IP
@小红书创作学院??@吃货薯"	0	0	1	帮我查一下大窑新品研发部负责人电话谢谢				
1681276255-205	"最近天气开始回暖了，真的好想喝一口冰爽的饮料啊
尤其是一个冬天都没有吃过烧烤的友友们
应该已经迫不及待了吧
大窑作为国货汽水开心开心能受到大家的喜爱
很多人在第一次购买或者尝试其他口味的时候
都会问到口味
哈哈哈其实我们一直就是大窑的味
有点儿甜有点儿香有点儿解渴又有点儿好喝
耶耶耶！！！友友们喝完记得@我哦！
????@小红书创作学院"	1	0	1	带薪喝饮料？？？				
1681276257-206	"大窑嘉宾520多年来稳居大窑明星产品C位
独特的玻璃瓶让很多人都记住了它
偶尔叫上三五好友小聚
我们享受餐桌上玻璃瓶碰撞的欢乐
也享受诉说心事时玻璃瓶碰撞的畅快
520大瓶，大口喝，大满足
让我看看都是谁还没有喝过
????@创作小助手"	1	0	0					
1681276259-207	"玻璃瓶碰撞发出清脆的响声??
易拉罐包装超高的摆拍颜值
简直就是配音和拍照的天花板
不管是浅色还是深色系的露营工具
一拍就是大片
易拉罐分500ml和330ml罐装
宝子们??出游朋友聚会带上330大窑
直接省去了杯子的麻烦
春天就要到了
一起举杯庆祝一下吧
   @薯条小助手 @小红书创作学院"	0	0	5	问你个问题哈，你在哪个城市销量最好啊哈哈哈哈	如何批发的			
1681276261-208	"你有多久没有好好地念过一首诗了？

世界上最美好的事儿
是一个有风的夜晚
有星星，有诗集，有大窑，抱紧你

对你的爱像实数集
你的有理还是无理我全部包容
因为，I LOVE YOU，柚LOVE蜜

入目无他人
四下皆是你
喜欢从遇见柚蜜开始
??????@小红书创作学院"	0	0	0					
1681276264-209	"我把330ml的大窑称之为
优雅款大窑大汽水
这个规格简直是女生吃饭必备的单品
有没有宝子们一到饭桌上根本喝不下太多
330ml就一小瓶真的对女孩子太有好
在家里设宴，接待亲友也是非常友好的
每人一瓶，谁都别争
主打的就是一个环保简约不浪费
大串的气泡入口就是一整个清爽
夏天偶尔出现困意的时候
一口瞬间清醒，元气满满
??????@吃货薯??@日常薯??@小红书创作学院"	0	0	0					
1681276266-210	"今天又是一期职场奇遇记
虽然说品不到强哥的人生
虽然说没看到同版孙子兵法
但是你喝到了大窑的新品耶
【柚LOVE蜜蜂蜜柚子气泡茶】
绵密气泡? ?大气畅爽
茶香四溢? ?余韵绵长
午后伴读来一瓶聚会餐佐来一瓶
   @小红书创作学院"	0	0	0					
1681276268-211	@小红书视频号	0	0	0					
1681276270-212	"翘首以盼的五一还有2??0??天
我是说，对，夏天真的来了

今天和大家分享的是：关于五一的吃喝玩乐
首先我很推荐大家在这个时候
去北方，对，北方真的很神奇
五月的天气是南方人可以接受的寒冷
也是北方人想要拥抱的温暖
而且相对于全国其他地方：人少！！！

推荐几个城市：
??呼和浩特（蒙餐吃吃吃）、
??北京（有音乐节）、
??哈尔滨（索菲亚大教堂）、
??天津（天津之眼运河上的摩天轮）、
??秦皇岛（超火的阿那亚）、
??青岛市（是海啊海啊）
来了北方怎么能不喝大窑就走呢！！！
这两款绝对有排面：
大窑嘉宾520ml（只要去店里吃就买这个，2-3人绝对够喝）
大窑嘉宾330ml（小吃配细管，量小好携带，户外需要走动就买它）

????高晓松说：
“生活不只是眼前的轻易，
还有诗和远方的田野。
你赤手空拳来到人世间，
为找到那片海不顾一切?”
大家尽情地出去玩吧！??
????@小红书创作学院??@薯队长"	0	0	0					
1681276273-213	"吃饭偶然喝到了
??大窑气泡水荔枝味！
·荔枝味hin浓郁，气泡不是那种会呛人的感觉
·吃辣喝这个真的绝了，非常解辣
·跪求重庆每个火锅店安排这个快乐水啊
??我发誓 一口绝对爱上！
       @薯队长 @吃货薯 @薯条小助手"	1	0	2	北方很多，原味也很好喝				
1681276275-214	"最最最喜欢的日子
其实是平平淡淡的生活中
认认真真上班
快快乐乐生活
下班了有几个好朋友一起
从天南聊到还海北
大窑嘉宾/橙诺/荔爱
陪伴相聚时光的每一刻
????@小红书创作学院"	1	0	1	这个赞，拍的特别帅				
1681276277-215	@小红书创作学院??@吃货薯	0	0	0					
1681276279-216	@小红书商家学院??@吃货薯	0	0	0					
1681276285-217	"挖到了一家东边的宝藏店铺！
只要0.8r/串！性价比真的超高了！
我团的双人餐（118??）给我吃撑了??

店铺主打成都味道，牛油锅底，不是太能吃辣的可以选择鸳鸯锅！都可以尝到??

串串任选50串??
各种肉串、蔬菜、自己随意挑选～
光是牛肉类的串串就非常丰富??
孜然牛肉、双椒牛肉、麻辣牛肉、黑胡椒牛肉、泡椒牛肉、芹菜牛肉、韭菜牛肉、光牛肉就有好多种，腌制的很入味，能吃出不同的区别。我最推荐黑胡椒牛肉！

不光是串串、还有成盘的各种肉类??
毛肚、午餐肉、脑花、鱿鱼等等.都是用保鲜膜包着，一看就很新鲜！很推荐午餐肉～
主食就来个方便面吧！拌上辣汤别提多美味了！

还有还有！解腻解辣的神器冰粉！一定要来一份！料很足！很好吃??我都给吃光光了！

??????
饮料有大窑耶！现在很多店都找不到了！好喝！豆奶也很好喝！

??店名:蜀儿郎鲜牛肉串串香
??位置:济南龙洞街道奥体西路丁家商街二层
??营业时间:10:30-01:00"	10+	10+	10+	喜欢封面图		拍的好好看	想吃	看起来好好吃
1681276287-218	大窑汽水到底怎么火的？	1	0	0					
1681276290-219		2	1	0					
1681276293-220	"第一次喝大窑是在火热的涮肚店 一下就上瘾了 ! 一直追了好几年的玻璃瓶~~ 最近我发现大窑竟然有大升 !
?????????????????????
直接入手塞进冰箱 一气呵成 ~个人喜欢喝冰的 感觉汽更足（宅家追剧＋炸食＋大窑) 贼爽 !
ps: 姐妹们听我的 常温的汽水咱不喝 !
我这里最近买不到大窑楂汽...最近迷上了山楂味的东西 姐妹们有什么推荐~"	1	0	0					
1681276295-221	第一次喝荔枝味的 ，还蛮好喝	0	0	0					
1681276297-222		0	0	0					
1681276299-223	"走哪喝到哪的大窑汽水!
?????????????????????
一喝就是小时候的味道，果味很浓甜甜的里面含蜂蜜?? 汽也很足，解腻解辣??个人最爱涮肚聚会喝也太是那个了! 
Ps: 大窑在大东北很畅销我一直以为是东北产的??喝的多了才发现是内蒙古产地!（重要说三遍）?? 哈哈哈~ ~姐妹们爱喝嘉宾还是??诺~~~"	0	0	0					
1681276302-224	一早六点半的飞机出发直飞长白山机场，入住 ，中午吃 ，顺便点了一罐东北特色汽水 ，回酒店继续摆烂一下午，再到池西区景区中心旁的美食街吃饭 ；最近长白山盛产 ，明天要来买一盒尝尝。	2	0	0					
1681276304-225	冰峰与大窑，可谓针尖对麦芒；有 的地方一定有 ，不禁联想到：有 的附近，一定有 ，对此你怎么看，评论区留下你的观点！	2	1	0					
1681276308-226	"就在泰山路地铁站附近
来的时候看到的
一直想着吃一下
退房走的那天一个人去吃了
熟悉的味道
青红椒的辣味很足
肉质很紧实很入味儿
贴的饼子有点干干的吸上汤汁之后超好吃
好扎实
一个人实在吃不动了剩了5个饼子
也是头一次喝到大窑荔爱

很多人进来喝羊肉汤吃饼
下次还是得和小伙伴一起来吃
还有很多想吃的菜
鸭蛋粉皮之类的也是很久没吃了
                      @薯队长"	1	1	1	是枣庄人开的吗				
1681276310-227	大窑荔枝味汽水畅饮????	4	1	0					
1681276312-228	"跟同学来了一场说走就走的旅程
东北特色就是量大，没成想我们饿的不成居然也没吃了这个炖大鹅，豆角其实特别好吃，有嚼劲！大拉皮真是啼哩吐噜的都给搓干净了，第一次喝大窑有种小时候喝香槟的感觉，嘿嘿嘿，当然没有姆们的北冰洋橙子味汽水好喝了！哈啤喝了几瓶最后还是觉得绿瓶的好喝些，可惜我这人酒量不错属于喝了出汗跑厕所那种人，能自夸自己是千杯不醉吗"	1	0	0					
1681276316-229	藏在临春路很好吃的一家东北铁锅炖，还点了老式锅包肉真的很香！老板也是东北的，所以很正宗，值得一去，而且相对于三亚这个高消费城市物价真的很低185四个人吃还得打包那种	6	3	0					
1681276319-230	"国庆打卡武大旁边的汤师傅东北菜
真的很火  中午11点开门
很快就排起了长队
建议早点过去
上菜也很快  环境一般
而且真的很便宜啊！！
我们三个女生点了四个菜   两份主食 一瓶汽水  才144  人均50都不到    而且我们菜点多了    还剩不少最后
锅包肉   第一次吃锅包肉  正不正宗我没法评价
但真的很好吃！！一入口醋呛味还挺浓的
但是一点也不影响他好吃   小份也很多
地三鲜   下饭神器！！稍稍有些咸    但是土豆茄子很好吃  经典菜啦   就不会难吃
蜂窝玉米    超乎想象的巨大   一上来我们都惊了  超级大超级大一盘   而且边上很酥脆    当甜品吃很good   如果我们是晚上吃就准备打包带走啦的
芹菜猪肉饺子    饺子是手工的！！我真的上学以来好少吃到手工的饺子！我爱了！！
小鸡炖蘑菇不太推荐     里面的榛蘑很好吃，但有点少   重点是鸡肉太柴了   不太推荐  我们剩了很多
两人份的米饭就很多啦
荔枝味大窑汽水   东北的特色汽水    味道非常不错   搭配饭菜风味绝佳"	2	2	3	千万别来，我们13人要去吃，先到了7个人，要去先坐楼上大桌，看看菜单等等没到的人，老板不给坐，非说我们全部人齐才给上桌，还说我们恃宠而骄，说我们不在这里四人桌挤着坐一下就出去等（外面还在下雨），别站着过道碍事！第一次看到服务业态度如此差，赶客人出去，只能说这辈子我不会去这家吃饭了，祝他们家早日倒闭！	这个地三鲜看着不是太正宗哈哈哈			
1681276321-231	"??店名：王三烤肉
??地址：市心中路299号（近杭发厂地铁站A口）
??人均：105左右

????好吃好吃好吃 
之前就看朋友推荐王三！终于给我逮着机会去吃了！工作日下班可以在点评上点一个298的四人餐，正常女孩子四个人吃应该也差不多，可以再点一些菜品。

??他家的量都蛮大的！东北人开的店菜量总是辣么大

??烤点酸菜+牛肉+生菜包着吃绝啦

??我吃的是火锅+烤肉双层的，而且火锅是铜锅鸳鸯的。涮羊肉真的太太太鲜美太绝了。很嫩很好吃。

??烤牛肉也很好吃，目前攀升心目中烤肉No.1啦
他家也有 
??门口消费蛮三百多（大概）就能获得20个游戏币，可以抓饮料～蛮好玩的

                    @杭州小霸王（吃喝玩乐） @杭州打卡 @杭州本地宝 @美食薯 @吃货薯 @生活薯"	8	1	1					
1681276324-232	"p1当然是最最出名的驴肉火烧啦，一定要吃纯肉的，吃的是老成家老字号了，门面上的驴漆都掉得差不多了
p2就是渝新干锅辣鸭头，虽然说是重庆菜，不过确确实实很好吃，招牌不用多说就是辣鸭头，我觉得微辣中辣都可以，提鲜鸭香也在，他家的配菜也不错。

p3.4.5就是老好吃的李文祥麻辣烫了，灵魂麻酱加一勺白糖提香，炸串里的炸豆扣巨酥脆，还有豆皮卷香菜，爱香菜的人懂的炸皮蛋也挺新鲜，还有就是吃这炸串一定要吹瓶大窑（原味的才最正宗）

p6.7是在叔叔阿姨家吃的家常菜，就是幸福的味道，保定的北京烤鸭便宜又好吃，不输给北京，还有就是叔叔做的大棒子骨，卤了四五个小时特香糯，叔叔上辈子肯定是大厨??
p89也是在家吃的疙瘩面陪楼下开十几年的油条，很童年了。最后就是姐妹牌炸酱面，长的真心不好看不过里面都是溢出来的爱
保定好吃的太多了，融合和北方各的的美食，也深深的俘获了我这个吃货的心啊物价也良心，老弟老妹们快冲呀"	10+	5	6	保定吃饭真是没的说，太好吃了，没浪费那么多厨师技校。	刘文祥	"刘文祥真的是yyds,个人感觉比钟楼楼下的东北麻辣烫好吃太多了。刘文祥口感更丰富，还有浓郁的蒜香。"		
1681276329-233	"甘南，是西北秋天的代表。 
7月刚去过甘南，味蕾还在跳动，给大家介绍一下甘南的小美味吧，真的又便宜又好吃??我又想去了！

从 的特色小吃 开始吧！北方很多地方都有鸡蛋醪糟，但做法略有区别。兰州的牛奶鸡蛋醪糟，会在杯底加入糖、花生米、枸杞、葡萄干之后舀入鸡蛋醪糟。这味道不比奶茶香？小摊阿姨说牛奶都是早上现挤的

????阿西亚西北妈妈拿手菜（西关店） #
来西北肯定是要尝尝好吃的手抓羊肉的，其次就是北方小吃油饼、灰豆。
这家是连锁店，味道不错，菜量好大！想尝试多点菜的话，建议3人以上来吃，2个人会吃蹬住。
????????雪山尼泊尔餐吧
你可以想象在夏河县能喝到还不错的咖啡、以及地道的尼泊尔餐厅吗！我太喜欢这家店了！我在甘南就没看到过咖啡??
环境好、餐品精致、摆盘漂亮！很难想象夏河有这么小资的店！非常适合旅途人小憩，享受宁静时光。
推荐：牦牛肉咖喱套餐、牦牛肉汉堡、雪山咖啡
加了客栈微信：朋友圈经常有尼泊尔大厨的新菜，感觉经常会更新菜单。

??????????乌泽林卡藏餐府
不用多说的当地网红藏餐，从甘家秘境回来，一路飞驰赶过来拿号，到了9点才吃上，人非常多！这是我一路上吃过最好吃的藏餐，虽然一共就吃了两家不介意排队的真的来试试，餐馆在一个小坡上，可以把车停在小坡半山腰上，这样可以少走点路。
推荐：藏饭 （太有味，不吃三碗，和你没完）干煸豆角 奶茶 （小壶也这么大？）

??????????（阿坝县）云丽红火塘腊排骨店
听说老板来自丽江，这种火锅和烤肉一体的炉子我第一次见。小排骨炖着，牦牛肉烤着，秋冬雨季从山上下来，这么一顿还不美滋滋？！
推荐：牦牛肉（这一盘的量实在）腊排骨火锅 （腊排骨香、内含丰富蔬菜）荞麦饼
牦牛肉??烤着吃实在是嫩啊！占着特质辣椒面，滋啦滋啦的香！这一路来牦牛肉最好吃的吃法了！

??????扎尕那迷家客栈餐厅
景区里吃喝相对比山下贵一点，这家餐厅味道很好，非常家常！晚上喝着大窑，嗑瓜子聊天，窗外是山是云是月。

??西北饮料推荐：大窑（橘子汽水）"	2	2	1	大窑啊、我们那的特产				
1681276334-234	"????图一苏伯汤 味道是酸酸甜甜的那种 大头菜土豆和西红柿（悄咪咪：感觉里面有番茄酱有点甜甜）
????图二图三 招牌酱肘子 肉已经炖化了 皮是糯糯的 丝毫没有硬硬的口感 入口即化 咱就是说吃这种怎么能不扣饭！！汤汁浸满的感觉简直yyds
????图四 酸菜粉 用的是东北的酸菜和南方的泡菜不太一样 酸菜粉拌饭也是一绝！！
????图五到图七 卤豆腐和大肉丸子拼盘 大肉丸子口感紧实 QQ弹弹 能够吃出分明的颗粒感（就是稍微有一丢丢咸）卤豆腐好像是外皮已经炸过啦 内部组织蓬松 吸满了汤汁
????并不存在的图八 强烈推荐大家一定要搭配一瓶大窑汽水  体验一下老道外情怀！！"	10+	7	0					
1681276337-235		2	0	0					
1681276339-236	在威海，挑战5w开一家社区小酒馆第五天。今天的主要工作是刷漆，周末的天气很给力，腻子都干的差不多了，也就可以刷漆了。感觉小店又变干净了许多，距离心目中的小店模样又更近了一步。欢迎家人们点赞、关注加留言，有合作想法的欢迎私聊，今日留言点赞最多者，免费送大窑加小吃套餐一份。	5	1	7	你好 请问拿货是当地拿的吗	你的腻子师傅干活怎么样？多钱一平	设备选好了吗		
1681276343-237	听室友说的东北大饭包，鸡蛋辣椒酱味，一般般。小六螺蛳粉超级好吃，猪蹄绝了！心心念念的铁锅炖大鹅终于吃上啦，绝绝子！第一次尝试大窑，打开了新世界，下次尝尝荔枝味和橘子味。摩力活天城的火锅鸡分量足，两个人够够滴。铜锣烧冰冰凉凉，也不甜腻！	4	0	10+	火锅鸡是哪家的	饭包在哪	姐妹 有没有哪家甜品蛋糕可以送到宿舍楼下呀	小六螺蛳粉在哪	
1681276346-238	"图一 考普通话的人很多，建议至少提前半个小时到
图二13日午饭 薅美团羊毛，拼好饭，炒鸡+2个玉米饼+米饭7.9元
图三13日晚饭 大卫城一家汉堡店，叫什么名字我忘了，汉堡套餐24.9元
图四13日晚饭 大卫城铁板鱿鱼6元+4元+4元
图五14日午饭 粉浆面条配肉卷饼11.9元
图六15日晚饭回来以后在学校附近吃的，小份兰州牛肉拉面8元
图七 荔枝味大窑汽水5元，之前听名字一直以为“大窑”是一种烈酒，没找到是一款汽水，拉面老板小女儿推荐荔枝味的，确实超好喝，我们三个女生喝一瓶正好够分"	8	0	5	大窑东北那好像喝的多一些	谁知道多久能出成绩呀？	薅羊毛还可以用霸王餐		
1681276348-239	一回武汉第一顿宵夜……生蚝??真不错新鲜可口……羊蹄饭好吃的……烤羊排羊肉串羊腰很好吃……味道正宗无膻味……特别是羊排和羊腰还是新疆肉好吃……货真价实……凉拌菜西红柿大葱料汁入味很好吃……还有烤馕烤饼……最好吃的就是大盘鸡了……粗手工面裹酱汁特别入味……鸡很嫩不柴香喷喷……配上各种味道的大窑……涨肉啊	0	1	0					
1681276354-240	"东北烧烤的蘸料，简直太神奇啦，太好吃啦！

??羊肉串、牛肋条、马肉、疙瘩汤、冷面、炸面包片、酸菜、大窑……

???没啥特别的攻略，就近找一家评价蛮好的烤肉烧烤店，环境不错，食材更是好，给的量足，还便宜。贴心的服务人员还说不用点太多，不然会吃不完，那就浪费了。事实证明，没选错地方。

??最要好的要数蘸料，不知道有啥特别的配方，总之就是蘸啥肉菜都好吃。

??东北的同事，天天念叨的疙瘩汤、大窑，这次也吃了喝了，爆赞??"	3	0	0					
1681276357-241	【19块9】六个菜，30瓶啤酒或者30瓶大窑，王炸套餐来啦，大家冲	0	0	0					
1681276361-242	"虽然每顿都要打包
也阻止不了我想继续也吃下去
吃的时候很快饱 但是这天气很快又饿了
俩人每顿能吃的菜式太少了555

张飞扒肉?
扒肉和扒猪蹄选一种就可以 感觉味道一样
一个五花肉 一个猪蹄儿 炸两样很有特色
地三鲜还可以 蔬果汤就是番茄汤儿 解腻
看起来小份 但是3人都没吃完 害

路边摊小串(安化街)?
便宜好吃哇 我还能干！！应该再去几次的
鸡小串 蒜苔羊肉 多春鱼啥的都好吃
加上饮料100块钱 两人吃撑了

老昌春饼?
一般 吃筋饼 点太多了 老板娘会劝点菜
真吃不完哦 可以网上买那个两人套餐

汪志大碗肉?
量真的好大 苍蝇小馆 人也挺多会排队
但是每个菜都好好吃 我爱吃那个刀鱼
恰啤酒很搭 锅包肉硬了点 豆腐和鸡蛋巨下饭

金色时光俄餐?
整体性价比不高 团的318双人套餐 东西不多
不过吃完也很饱 扒肉和牛肉罐头和南瓜汤好吃
米饭沙拉不好吃 小米扎布可 格瓦斯太甜
朋友说马迭尔俄餐的套餐可 更实惠也好吃

高福麻辣烫?
虽然点外卖的 但是好吃！
小面筋很特别 麻酱好香哦

晓宇盒饭?
便宜且多 但是这个是半自助滴
素菜自助 溜肉段不好吃 炸鸡腿????

山河屯铁锅炖?
线上套餐挺划算 就是大家都放年假了
好多人排队 量大大的 他想吃鱼的
去到还要煮40分钟5555
里面还有茄子老豆腐花卷
等了2个小时才吃得上 下次我要吃炖鹅！

冻梨草莓?
朋友说冻柿子也很好吃 没吃到！
冻梨汁水比肉好吃 就喝了汁水
草莓真的可好吃了又大又甜又多汁！
有??多炫 35一斤 我那里几个就50了
南方买不到这么好吃的

大窑?
老冰棍味汽水 喝多了甜
但是一顿不喝就难受 最爱荔枝味
大白梨就像是原味的大窑"	10+	10+	10+	我发现南方uu都不爱吃老昌春饼诶我南方室友们之前也觉得不好吃 但是本地人真的好爱	冻梨冻柿子去哪吃呀 正在哈尔滨	在吃个道外的老砂锅，来点熏酱绝了	有时间再来 如果不喜欢玩雪怕冷  可以夏天来 夏天气候老舒服了。	恭喜你 你吃的全都没踩雷
1681276364-243	"还能炖地锅鸡，小笨鸡，牛排，筋头巴脑，羊蝎子！！！！
今天是铁锅炖羊蝎子，好好吃～～肉炖的特别烂，蔬菜都入味了，现蒸的小花卷在在沾上汤汁，味道孬孬的～～太是那个了
今天依旧喝大窑，朋友说东北现在都喝这个，我昨天喝的罐装的，今天是大玻璃瓶，觉得玻璃瓶的比罐装的气大多了，好喝，以前大白梨的感觉"	0	0	0					
1681276369-244	感觉回民街比永兴坊好吃诶，回民街有很多店铺，随便进了两家，吃起来都不错。不过感觉回民街后面那条巷子也很好吃，更居民化。	3	0	2	回民街怎么会有腊汁肉夹馍？！	永兴坊有个锤子吃的，还不如它旁边东新街夜市。			
1681276371-245	"铁锅炖大鱼yyds
两年都没回老家了，回家立马整起来！
呜呜呜老家的饭可真的好好吃呜呜呜
好正宗呜呜呜还有最爱的香槟 大窑
幸福死了！"	0	0	0					
1681276374-246	排骨包子?虾仁包子?锅包肉?大窑	3	0	2	看着真不错				
1681276376-247	"虽然是新疆烤串，但是东北化了
这家开了20年了！
店里面的所有人都是新疆人
老虎菜真的是化肉神器！
大窑很像小时候喝的啤可，当时5毛一瓶。
不知道东北小伙伴还记得不，还是我暴露年龄了。和啤酒一样的瓶子。那时候玻璃瓶子是要还回去给小卖店的。"	4	0	4	作为东北人还没吃过老虎菜哈哈				
1681276379-248	"【心愿火锅局】,吴京代言大窑嘉宾汽水荔枝果味汽水500ml*8罐*2箱
.
?【暗号13562】
."	0	0	1	好啦，本期分享到这里就结束啦，拜拜				
1681276388-249	"记忆中玻璃瓶桔子汽水的味道
夏天喝真的不要太爽
喝完真的很舒服，很清新"	0	0	0					
1681276391-250	"发现最近就是 ??附近是吃 的日子
我们就去跑去吃海蟹??
这边一般都会选择清蒸然后直接吃
我觉得有点腥蘸着店家给的酱料吃的
那种街边的店铺加工费都比较便宜
但是那条路尽头的一个酒家是真的贵
我们经历波折找到一家还行的店
点了炸冰激凌外面是酥皮里面是小布丁口感
还有炒鱼皮很多蒜
点了牛蹄筋还可以软软的
听说是内蒙 试了试黑色的味道不错"	1	0	2	你好 现在青岛的海鲜多少钱一斤呀				
1681276393-251	这个叫大窑的橙子味饮料也太好喝了吧	2	0	0					
1681276399-252	"烤肉炫起来，解除梅雨时节的不愉快，吃肉肉的快乐，你知我知大家都知！
位置：在南屏美食街石路，好找，店面还挺大的，有饮品区，重点还有雪柜：吃烤肉绝配小布丁??。
出品：我最喜欢雪花牛肉，肉质鲜嫩，雪花??纹路好看，大大增加食欲，淡淡的黑胡椒味道，不用沾酱都好好吃??
秘制牛肉：口感比雪花牛肉有嚼劲，秘制酱汁甜甜的，搭配店内招牌小菜：泡菜，一绝！
东北鳕鱼??：肉质细嫩无刺，好吃??！
有肉有大窑有烤菠萝??，爽歪歪啦"	3	0	0					
1681276402-253	"2月7号
4.45飞机出发7.37到哈尔滨，住在中央大街，锦江之星品尚快捷酒店。到了哈尔滨比较兴奋，放好行李就到中央大街边上走走，看看夜景，第一时间领略一下#哈尔滨的美景，呼吸一下哈尔滨冰凉清新的空气…看到了道里菜市场、毛毛春饼店、还看到了写着仓买～不知道干什么的店（后来知道就是杂货小店）一圈下来饿了，看到铁锅焖面小店，第一次走进东北人开的店，掀开厚厚的防风门帘，一股热气迎面而来，正是里外两重天啊。里面坐了两桌客人，一桌正吃着，还有一桌比我们早来没多久，还在等餐。我们点了一个铁锅蘑菇焖面，还点了一瓶荔枝味的大窑，三两口就喝完了，又要了一瓶橙味的大窑，没荔枝味的好喝。焖面好了，是圆粗的那种面，尝了一下味道还行，只是面没劲道一夹就断，第一次在#东北吃东北的面，好开心。大窑好喝！"	2	0	0					
1681276404-254	"下雨天来个烤肉778
 汽水忘了拍偷图 不过真的巨好喝 喜欢荔枝味的 但是卖完了 黑的也好喝"	1	1	0					
1681276410-255		1	0	0					
1681276412-256	"那必须是北冰洋！
北冰洋配料表里添加了真的桔汁，果汁含量不低于2.5%，感觉更加健康一些！
橙诺喝起来更甜，配料表里没有果汁，就是勾兑的饮料！大窑的这款橙诺记忆点不多，不像嘉宾那款有自己独特的味道。
我不喜欢太甜的饮料，这两款比较起来，北冰洋胜出！"	1	1	0					
1681276414-257	"开场
贵州·佳常备贵定香酥辣
内蒙古·大窑汽水(大窑嘉宾/大窑橙诺/大窑荔爱)
湖南·四味王鲜辣酱鸭脖
广西·桂西北甜栗
广东·广泰公果仁托罗饼
小结
-
亲测无广巨好吃！
??贵州·佳常备贵定香酥辣
??内蒙古·大窑汽水(大窑嘉宾/大窑橙诺/大窑荔爱)
??湖南·四味王鲜辣酱鸭脖
??广西·桂西北甜栗
??广东·广泰公果仁托罗饼
每一样都巨巨巨推荐！！！
-
大家想看什么测评？快来评论区告诉我！谢谢观看！"	10+	4	6	板栗巨好吃！！PDD大概四块钱一包	哈哈哈哈哈哈看着吃是什么酷刑	大窑是宁夏本土的饮料哦，我喜欢喝黑色瓶的，荔枝味是新品		
1681276417-258	大窑嘉宾原味  荔枝   橙汁  一箱12瓶50  可以拼口味  坐标马家堡，周边3公里内可以送货也可以自取，3公里外抱歉只能自取了。	1	0	0					
1681276419-259	#大窑	0	0	0					
1681276421-260	"事已至此 先吃饭吧
-
今日菜品???????
1??咖喱鸡肉土豆
2??青椒炒蛋
3??醋溜豆芽儿
-
饮品 大窑嘉宾??
-
水果 草莓??
-
咖喱鸡肉土豆???????
1??鸡肉切丁儿，加入2勺儿生抽、1勺儿蚝油、2勺儿料酒、1小勺儿盐、1勺儿淀粉抓匀腌制20分钟，土豆刨皮切块备用。
2??油热下入腌好的鸡肉丁儿，炒至变色捞出。下入土豆翻炒至表面金黄，倒入适量清水煮15分钟，下入炒好的鸡肉丁及咖喱块再煮5分钟即可出锅。
-
青椒鸡蛋???????
1??青椒洗净去蒂儿切成小段儿，4个鸡蛋打散，小碗儿加入2勺儿生抽、1勺儿蚝油、1小勺儿盐、1勺儿淀粉、半碗清水搅匀备用。
2??油热下去鸡蛋液，成型后铲出，锅中留油下入青椒段炒至断生，加入炒好的鸡蛋及调好的酱汁儿，翻炒均匀后即可。
-
醋溜豆芽儿???????
1??豆芽洗净沥水，1根儿小葱、2个蒜瓣儿切沫儿备用。
2??油热下豆芽炒至断生，加入葱、蒜炒出香味儿后加入1勺儿生抽、1勺儿蚝油3勺儿山西水塔老陈醋、小半勺儿盐翻炒均匀后即可。
-
酒水 大窑-感谢你特别邀请??
黑色原味儿，二氧化碳超足，吴京老师诚不欺我。
-"	3	1	2	我突然想起来 今天没拿草莓到培训班				
1681276426-261	"6.11
早饭??：核桃+小零食+香蕉
午饭??:   麻辣烫
晚饭??:   烧烤+小龙虾+大窑+黑加仑益菌多
加餐??:   樱桃+小零食
???
运动?
背单词?
??考六级都快给我考哭了，我真的谢谢赵州桥，本来写到最后一个阅读就已经崩溃了，再看到翻译就知道这次必过不了
??中午又是麻辣烫，点了几个自己没吃过的，真的好吃诶，一定要拿粉丝，又好吃又不压称
??考完六级那不得好好庆祝一下，烧烤店不太好，不好吃，服务也不太好，可能是刚开的原因吧，但是在学校里能吃到烧烤已经很不错了，价格还是比较合理的，晚上纯纯是喝饱的，感觉吃的不是太饱，喝了大窑和益菌多
            @日常薯 @校园薯 @薯条小助手"	3	0	0					
1681276428-262		1	0	0					
1681276430-263	大窑纯饮对我来说太甜了，兑啤酒刚刚好!!	2	1	0					
1681276432-264		1	0	0					
