评论ID	品牌	结果情感	评论内容	评论日期
1207247434147	简爱酸奶	正面	还行，不错，小孩子很喜欢	2023-05-05
1207198662253	简爱酸奶	正面	很好	2023-05-05
1206622296546	简爱酸奶	负面	不和我的口味[emoji]	2023-05-05
1207247186597	简爱酸奶	正面	买了六排生产日期全部是4月18日生产的，我4月24拍的，26收到，更不要说还买了很多果蔬乳，本以为官方旗舰店新鲜，以后不买多了。	2023-05-05
1206549036218	简爱酸奶	正面	五星好评！	2023-05-05
1207246638486	简爱酸奶	正面	非常好	2023-05-05
1207476807347	简爱酸奶	负面	不好吃	2023-05-05
1207439739504	简爱酸奶	正面	很好喝！	2023-05-05
1207232282876	简爱酸奶	正面	超级好喝，包装细心，加了冰袋，辽宁收到的时候还是凉的，很喜欢，顺丰大哥态度好！	2023-05-05
1206910225602	简爱酸奶	正面	包装结实，物流速度很快，口味孩子喜欢，很好，好评！！！！	2023-05-05
1206603472388	简爱酸奶	正面	口感很好  不像其他的酸奶，喝了之后，感觉后面甜甜的，这款不会，喝着很舒服！	2023-05-05
1206884177457	简爱酸奶	负面	物流不行，其它还好	2023-05-05
1206590148220	简爱酸奶	正面	好喝	2023-05-05
1206559204225	简爱酸奶	负面	上当受骗的感觉，还优惠了45，付了54超市买不到吗？这商家真是无语[emoji]	2023-05-05
1207229606775	简爱酸奶	正面	经朋友介绍第一次买这个牌子，果然是一分钱一分货，收到货太满意了，和描述的一模一样，还送了贴膜神器。最满意的一次购物	2023-05-05
19082921944	简爱酸奶	正面	发货快，日期有时候不是太好，经常买的酸奶，孩子每天一袋，0蔗糖，有些酸，孩子可以接受，我却喝不了。一天一袋，刚刚到保质期结束喝完	2023-05-04
19082901699	简爱酸奶	正面	包装太用心，快递还把冷藏箱子借给我用几个小时	2023-05-04
19082880267	简爱酸奶	正面	给宝宝买的被我喝完了	2023-05-04
19082873625	简爱酸奶	正面	宝贝已收下，看起来还可以，就是不知道宝宝感觉怎样	2023-05-04
19082846556	简爱酸奶	正面	宝宝喜欢喝 保质日期还行	2023-05-04
19082849731	简爱酸奶	正面	不含糖，给家里老人买的。	2023-05-04
19082832316	简爱酸奶	正面	娃觉得不够甜，不太喜欢，味道挺好的，自己喝也很不错	2023-05-04
19082827337	简爱酸奶	正面	外出带也合适，宝宝喜欢	2023-05-04
19082812961	简爱酸奶	正面	喜欢这款酸奶，很不错	2023-05-04
19082813858	简爱酸奶	正面	口味很好，小孩子很喜欢	2023-05-04
19082812292	简爱酸奶	正面	简爱的酸奶买过几次了，京东这价格比超市便宜，口感也很好，不是特别酸，也不是特别甜，就是那种很好喝的感觉，家人都喜欢，京东商城购物真是方便。	2023-05-04
19082816724	简爱酸奶	正面	口味不错，无糖，很不错	2023-05-04
19082804603	简爱酸奶	正面	一直买的她家的酸奶	2023-05-04
19082797436	简爱酸奶	正面	这个奶是第一次买，就这个奶是益生菌的，买来的时候是冰的，隔了一天才喝，效果很好的样子，可以达到预期的效果，对肠胃的蠕动很好	2023-05-04
19082768728	简爱酸奶	正面	好喝的酸奶，娃儿一天一袋，偶尔2袋	2023-05-04
19082712017	简爱酸奶	正面	真正的生牛乳+益生菌的配方，喝的健康安心	2023-05-04
19082743213	简爱酸奶	正面	好	2023-05-04
19082730357	简爱酸奶	正面	好	2023-05-04
19082645105	简爱酸奶	正面	家里一直无限回购简爱的酸奶，好喝纯净，配料表简单干净，不怕胖。	2023-05-04
19082725103	简爱酸奶	正面	不错的产品，一直信赖，多次重复购买，只是价格偏高。	2023-05-04
19082725577	简爱酸奶	正面	喝了这么多酸奶 真的只有简爱我喜欢了 配料表不禁干净 而且还有菌群 家里宝宝喜欢 还是我们妈妈减肥的必备品 还会回购的 下次再尝试其他款	2023-05-04
19082721536	简爱酸奶	正面	宝宝很喜欢喝，经常回购。	2023-05-04
19082714589	简爱酸奶	正面	一直买的这个给孩子吃，非常好。	2023-05-04
19082704120	简爱酸奶	正面	东西很好啊，物流很快啊，	2023-05-04
19082711460	简爱酸奶	正面	多次回购的一款成分简单安全的酸奶	2023-05-04
19082705446	简爱酸奶	正面	宝宝第一次喝，味道不错哦，而且没有添加剂，宝宝隔得也放心，肠胃消化也好，快递配送很及时，第一天买，第二天就到了，超级快哦，	2023-05-04
19082702865	简爱酸奶	正面	京东物流很快，已经买了N多次了，保质期在近点就更好了，到货保质期已经过了9天了	2023-05-04
19082672178	简爱酸奶	正面	宝宝爱喝 不错的一款酸奶	2023-05-04
19082670074	简爱酸奶	正面	好喝，真无糖，口感不错，物流很快，很给力哦！	2023-05-04
19082628664	简爱酸奶	正面	收到货已经日期过了大半	2023-05-04
19082624343	简爱酸奶	正面	很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心，好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞?	2023-05-04
19082607145	简爱酸奶	正面	已经回购了好几次了，一如既往的好，外包装很好，运输过程中没有破损的，宝宝很喜欢吃，自从宝宝喝了一段时间后，晚上睡觉有改善很多，可以安稳的睡了，性价比很高的，	2023-05-04
19082585992	简爱酸奶	正面	再次感谢京东让我买到物美价廉的产品很开心，足不出户就能买到酸奶，保存的很好，没有损坏感谢京东，我会一直支持京东，方便快捷！	2023-05-04
19082569551	简爱酸奶	正面	喝完了	2023-05-04
19082571793	简爱酸奶	正面	很好喝，日期新鲜，物美价廉	2023-05-04
19082566613	简爱酸奶	正面	喝完了	2023-05-04
19082551785	简爱酸奶	正面	配料健康，适合孩子，好评	2023-05-04
19082523538	简爱酸奶	正面	酸奶口味很正 日期也有21天 不用担心过期	2023-05-04
19082520007	简爱酸奶	正面	质量很好，完全符合卖家的描述，很满意，真的很喜欢，完全超出预期，发货速度很快，包装很仔细很紧，物流公司的服务态度很好，发货速度很快，很满意食的购物。	2023-05-04
19082525006	简爱酸奶	正面	质量很好，完全符合卖家的描述，很满意，真的很喜欢，完全超出预期，发货速度很快，包装很仔细很紧，物流公司的服务态度很好，发货速度很快，很满意食的购物。	2023-05-04
19082504199	简爱酸奶	正面	"孩子喜欢
好喝
日期新鲜
京东多快好省"	2023-05-04
19082506649	简爱酸奶	正面	"孩子喜欢
好喝
日期新鲜
京东多快好省"	2023-05-04
19082496367	简爱酸奶	正面	很好呀，小宝贝很喜欢喝	2023-05-04
19082473509	简爱酸奶	正面	非常喜欢这个酸奶，这次有赠品也很好喝	2023-05-04
19082475292	简爱酸奶	负面	价格不是很便宜，跟超市差不多	2023-05-04
19082466535	简爱酸奶	正面	父爱配方的酸奶很不错，就是价格不便宜。	2023-05-04
19082464736	简爱酸奶	负面	不加糖的酸奶味道确实有点不太好	2023-05-04
19082467222	简爱酸奶	负面	感觉香蕉的味道添加剂的痕迹很重，不是很好吃。	2023-05-04
19082447404	简爱酸奶	负面	日期不是很好，我5.3号下单的，4号送到的，日期是4.22日，保质期还剩8天，谁让价格便宜哪	2023-05-04
19082441127	简爱酸奶	正面	好喝 爱喝	2023-05-04
19082443040	简爱酸奶	正面	宝宝很喜欢，物流顺序，商家服务也好	2023-05-04
19082437782	简爱酸奶	正面	喝起来好喝 不是那种很稠的 就像牛奶那样的	2023-05-04
19082430992	简爱酸奶	正面	还行，东西不错，值得购买	2023-05-04
19082423591	简爱酸奶	正面	夏天到了，为了营养和降温，购买了简爱品牌的原味裸酸奶，是 1.08kg*1瓶网家庭装大桶酸奶 生牛乳发酵和乳酸菌，口感不错。	2023-05-04
19082386929	简爱酸奶	正面	宝宝一直喝这个，不错	2023-05-04
19082366978	简爱酸奶	正面	很好吃，宝宝很爱吃。	2023-05-04
19082369874	简爱酸奶	正面	好喝，老公孩子都爱喝，发货速度快，还送的有赠品，比超市便宜	2023-05-04
19082364080	简爱酸奶	正面	比实体店便宜，发货也快，会一直回购	2023-05-04
19082356456	简爱酸奶	正面	很划算，适合减肥人士，有活动还会回购	2023-05-04
19082351746	简爱酸奶	正面	安全的配方，孩子喝起来安全靠谱	2023-05-04
19082349053	简爱酸奶	正面	妈妈买的父爱配方～很奇怪孩子很喜欢这个，却不是所有酸奶都喜欢。一直再回购，希望活动多点吧！看着配方还挺好的，现在广告也真的好多！！！！！！！！！！！！！！！！！！！！	2023-05-04
19082343342	简爱酸奶	正面	发货很快，当天就到了。	2023-05-04
19082338259	简爱酸奶	正面	一直信赖京东自营，服务好，送货快，退换货特别方便！	2023-05-04
19082337086	简爱酸奶	正面	一直信赖京东自营，服务好，送货快，退换货特别方便！	2023-05-04
19082336902	简爱酸奶	正面	一直信赖京东自营，服务好，送货快，退换货特别方便！	2023-05-04
19082318477	简爱酸奶	正面	一直在喝这款酸奶，宝宝很喜欢。配料干净，2%蔗糖不是很甜，通过果酱增加甜度，21天的保质期，到手日期还是挺新鲜的，一天一袋喝完没问题	2023-05-04
19082300322	简爱酸奶	负面	太浓稠，宝宝不爱喝	2023-05-04
19082267896	简爱酸奶	正面	这款虾质量真的非常好，个头比较均匀，肉质很鲜也很Q弹，属于无限回购款，其次在说说京东物流，头天晚上下单第二天早上就到了，快递员服务也很到位，推荐购买。	2023-05-04
19082248367	简爱酸奶	正面	孩子喜欢喝，不过价格也高	2023-05-04
19082241095	简爱酸奶	正面	挺好，孩子喜欢喝，不过价格也高	2023-05-04
19082242734	简爱酸奶	正面	还行吧，奔着健康来的	2023-05-04
19082230385	简爱酸奶	正面	"父爱配方4%蔗糖酸奶

超级好喝呢，纯天然无添加，4%的糖份，不会很甜...娃娃很喜欢，天天都喝上一两包，最好的就是有0-4%的甜度可以选择，比较人性化。"	2023-05-04
19082231663	简爱酸奶	正面	宝贝爱喝，味道很好	2023-05-04
19082230483	简爱酸奶	正面	超级好喝呢，纯天然无添加，2%的糖份，不会很甜&hellip;娃娃很喜欢，天天都喝上一两包，最好的就是有0-4%的甜度可以选择，比较人性化。	2023-05-04
19082191745	简爱酸奶	正面	昨天下单今天就到了，很快很满意，收到日期也还行剩两周，娃也爱喝，所以还能接受，一会就炫完了唉，吃货宝哈哈哈哈哈哈哈哈哈～	2023-05-04
19082195453	简爱酸奶	正面	很快就到了，全新正品?，包装很仔细，没有问题?宝贝质量很好，收到货第一时间打开看了，很不错?，很满意?，客服也有问必答，感谢?终于收到货了，非常非常喜欢，做工精致漂亮，已经被很多人夸了，真的太开心了，已经是他家的忠实粉丝了，以后还会继续买买买的	2023-05-04
19082182630	简爱酸奶	正面	物美价廉，很OK，比实体店优惠太多了包装非常结实，东西保护得很好，值得好评?宝贝质量很好，收到货第一时间打开看了，很不错?，很满意?，客服也有问必答，感谢??超级好用！还很美观！墙裂推荐！有需要再回购！	2023-05-04
19082187274	简爱酸奶	正面	百香果果味浓，奶味香，总体味道比葡萄的要好，不会太甜了，不错不错.	2023-05-04
19082150373	简爱酸奶	正面	这款酸奶。。。。买过很多次了。。。。。。无论是味道。。。。。。还是价格都很好。。。要比超市优惠很多。。。吃起来也放心。。。。。。	2023-05-04
19082182493	简爱酸奶	正面	很好！每周都买！！！	2023-05-04
19082176769	简爱酸奶	正面	宝宝很吃喝！常备货！	2023-05-04
19082124636	简爱酸奶	正面	宝宝非常喜欢喝，一直回购	2023-05-04
19082134663	简爱酸奶	正面	产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验	2023-05-04
19082126672	简爱酸奶	正面	趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！	2023-05-04
19082087004	简爱酸奶	正面	老听说这个酸奶好，买来尝一尝，奶香味比较重，质地较稀，是我喜欢的，喝不了那种稠不拉几的，糊嘴，家里人有点喝不惯，但是好东西。	2023-05-04
19082063230	简爱酸奶	正面	5月2号下单的，想着保质期21天，除去物流时间，差不多5天喝一瓶，结果生产日期4.21，憋着3天就得喝完一瓶，不然就过期	2023-05-04
19082024087	简爱酸奶	正面	第二次买了，很好喝，京东物流发货快。	2023-05-04
19082008309	简爱酸奶	正面	简爱酸奶丰富口感和清新味道引人难忘，对健康关注度高，部分产品低脂肪、无添加糖，给需要保持健康饮食的人提供选择。有多种口味可供选择，口感柔软，层次感强，包装美观方便携带。不足之处是有些口味过于酸涩或质地过细腻，但总体来说优点远大于缺点，值得推荐。	2023-05-04
19081983608	简爱酸奶	正面	价格实惠包装齐全&hellip;&hellip;好	2023-05-04
19081974127	简爱酸奶	正面	奶味十足，挺香的，但于我来说，更喜欢0蔗糖的，这款有点偏甜了。	2023-05-04
19081973615	简爱酸奶	正面	物流很快，酸奶很快就收到了，一直吃这款，不错不错！	2023-05-04
19081958391	简爱酸奶	正面	味道不错，口感也很不错！	2023-05-04
19081930057	简爱酸奶	负面	首先产品是临期的 告诉客服买的多要新鲜的日期 答应的挺好 结果发来都是临期的 我找客服 客服推给了京东售后  还有 酸奶有问题口感不好 孩子喝了拉肚子  各位慎买吧	2023-05-04
19081903202	简爱酸奶	正面	个人感觉比这个比香蕉味儿的味道好	2023-05-04
19081909257	简爱酸奶	正面	这个颜色很喜欢，摸起来质感不错，百搭～包装也很大气，用来送人的话也是不错的选择性价比非常高?，可以放心购买?，做工非常精致?，值得购买?！	2023-05-04
19081916553	简爱酸奶	正面	?宝贝收到了，颜色很好看，质感也很好，样子简单！?是我想要的！！下次还会再来！宝宝也是特别喜欢喝，宝宝喝的好，妈妈才放心	2023-05-04
19081934419	简爱酸奶	正面	很好的呀，不错的产品	2023-05-04
19081918308	简爱酸奶	正面	非常不错，经常囤奶吃，就是这一次性价比没之前那么高，有点贵，一次性买了十盒，基本上都是一个星期的量。用的是顺丰快递包邮，而且寄过来都是第二天就到了，很快服务也很好。	2023-05-04
19081906307	简爱酸奶	正面	在超市买过，宝宝特别爱吃，一次吃完一包还不够	2023-05-04
19081897491	简爱酸奶	正面	味道挺好，和图片一样漂亮，很喜欢	2023-05-04
19081879797	简爱酸奶	正面	很好喝，和图片一样漂亮，很喜欢	2023-05-04
19081880606	简爱酸奶	正面	生牛乳，适合孩子，还是香蕉口味的，孩子非常喜欢，保质期21天，送过来也就刚生产没几天还是可以接受的，买了6瓶，还剩一瓶，	2023-05-04
19081876142	简爱酸奶	正面	一直喝的，很喜欢。。。	2023-05-04
19081870950	简爱酸奶	正面	这款酸奶是比较稀的那一类，口感挺好的，百香果的味道也比较别致，喝起来很清爽。换一换口味，跟其他的粘稠型的酸奶很不一样。京东的送货非常及时，质量也有保障	2023-05-04
19081867401	简爱酸奶	正面	蛮好用，宝宝很喜欢，	2023-05-04
19081830977	简爱酸奶	正面	买了好多次了，这次活动力度很大	2023-05-04
19081821062	简爱酸奶	正面	最近爱上了简爱原味酸奶	2023-05-04
19081826872	简爱酸奶	正面	味道非常好，百亿补贴买的，价格实惠	2023-05-04
19081792651	简爱酸奶	正面	一直吃简爱的无糖酸奶，看配料表，没有乱七八糟添加剂，增稠剂之类，吃着安全，放心！而且味道好，奶香浓郁！口感丝滑！除了价格贵些，没毛病！这种香蕉?口味酸奶，是赠送滴，新产品。香蕉味很浓，口感不错。可能无糖酸奶吃习惯了，这款个人觉得太甜了，建议减一些甜度，可能更适合如今讲究健康的年轻人吧！	2023-05-04
19081784162	简爱酸奶	正面	百香果味道酸甜好喝 喜欢	2023-05-04
19081773760	简爱酸奶	正面	一直吃这款酸奶，看配料表，没有乱七八糟添加剂，增稠剂之类，吃着安全，放心！而且味道好，奶香浓郁，口感丝滑！吃了价格贵些，没毛病！趁着打折活动，囤着货吧！	2023-05-04
19081757222	简爱酸奶	正面	习惯性好评！	2023-05-04
19081729474	简爱酸奶	正面	物美价廉快递效率还不错	2023-05-04
19081737313	简爱酸奶	正面	酸奶口碑不错，就是客服多少有点死脑筋	2023-05-04
19081729077	简爱酸奶	正面	酸奶不错的，就是店家找这种客服，迟早亏完。结果是拿到的酸奶化成水了。呵呵	2023-05-04
19081710229	简爱酸奶	正面	一如既往的好	2023-05-04
19081636749	简爱酸奶	正面	家里宝宝一直喝父爱配方，配料比较简单，还是很放心的。京东物流一直很给力。包装也是带冷冻袋，邮寄到家里时还是冰冰凉的。非常好。	2023-05-04
19081639752	简爱酸奶	正面	一直回购的品牌，娃喜欢喝，不过咋还缺了一盒的吸管，奇怪了。发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购	2023-05-04
19081610669	简爱酸奶	正面	质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。	2023-05-04
19081613626	简爱酸奶	正面	孩子喝的第一次酸奶就是喝的简爱家的。无添加，特别好孩子，喝的放心。这已经是第n次购买了，孩子特别喜欢喝。往后还会继续购买的，	2023-05-04
19081584502	简爱酸奶	正面	送货很快，全程冷链，送货上门，很不错	2023-05-04
19081568009	简爱酸奶	正面	好喝	2023-05-04
19081536576	简爱酸奶	正面	0糖有点酸，2%糖的更好喝～	2023-05-04
19081517166	简爱酸奶	正面	女儿从一岁多开始喝到三岁了。吵架爱喝酸奶果泥之类的，现在太大了不配喝果泥了，就喝简爱吧。有问题客服也会及时处理。	2023-05-04
19081524559	简爱酸奶	正面	非常喜欢这个品牌。非常满意	2023-05-04
19081516334	简爱酸奶	正面	给孩子无限回购的一款酸奶	2023-05-04
19081514003	简爱酸奶	正面	味道很不错，0蔗糖，喝起来味道真的很好，值得推荐，物流也很快	2023-05-04
19081498229	简爱酸奶	正面	含糖量很低，适合小宝宝，宝宝也喜欢吃	2023-05-04
19081445771	简爱酸奶	正面	零添加，多次回购！！	2023-05-04
19081437773	简爱酸奶	正面	原味不加糖，适合减肥和忌糖的人士，健康营养。	2023-05-04
19081423814	简爱酸奶	正面	酸甜可口，无添加，健康营养，日期比较新。	2023-05-04
19081383667	简爱酸奶	负面	有一盒居然是破损的，我还给宝宝吃了，可恶，再也不买了	2023-05-04
19081375957	简爱酸奶	正面	活动价格入的 小何你想和朋友	2023-05-04
19081376144	简爱酸奶	正面	家里小宝有点喝不惯，大人喝有点酸，不过不加糖的，比较健康	2023-05-04
19081363109	简爱酸奶	正面	一直都在回购，京东到货很快	2023-05-04
19081362120	简爱酸奶	正面	酸奶是这个季节最喜欢的饮品，放入冰箱冷藏之后，拿出来喝，冰冰凉凉的，很爽，简爱酸奶口感很好，酸甜可口，不腻，喝着爽口，京东购物方便快捷，家里大大小小吃的用的大多都在京东购买，省时省力 省去了很多逛商场逛超市的时间，京东自营商品质量信得过，物流也很快。	2023-05-04
19081367622	简爱酸奶	负面	冰袋没一天就化水了，建议改进	2023-05-04
19081341229	简爱酸奶	正面	谢谢赠品	2023-05-04
19081332624	简爱酸奶	正面	从怀孕就开始喝简爱，真的无糖～拯救了嘴馋又需要营养的我哈哈，现在宝宝一岁可以喝酸奶了，给他喝父爱配方，宝宝特别爱喝，看到我拿就喊妈妈妈妈，买父爱还送了原味的四个和两个益生菌，大人小孩的都齐全了，发的顺丰很快。日期新鲜的～推荐	2023-05-04
19081293983	简爱酸奶	正面	一直喝这个，家长放心，孩子也爱喝。一直喝这个，家长放心，孩子也爱喝。一直喝这个，家长放心，孩子也爱喝。一直喝这个，家长放心，孩子也爱喝。	2023-05-04
19081274301	简爱酸奶	正面	简爱的酸奶是我见过的配料表中最朴实的配料表也贼简单，这个酸奶里面是连代糖都没有的，只有生牛乳和益生菌，适合减肥人群还有高血糖患者，很健康，我买的原味，价格比超市里划算，顺丰冷链运输，很靠谱。就是提个建议，最好货物出站前先打电话确认下是否有人在家收货，工作日都上班了，快递员的货已经带出来了，只好放家门口，希望回去的时候酸奶没有坏(&gt;﹏&lt;)。	2023-05-04
19081265849	简爱酸奶	正面	挺好喝的，孩子很喜欢，而且也不是很甜，价格也很实惠	2023-05-04
19081272225	简爱酸奶	正面	已经收到了，活动价格挺合适的。	2023-05-04
19081259521	简爱酸奶	正面	儿子从小喜欢喝的酸奶，一直是0蔗糖	2023-05-04
19081232127	简爱酸奶	负面	太少了	2023-05-04
19081230170	简爱酸奶	正面	挺好的	2023-05-04
19081211351	简爱酸奶	正面	小贵好喝的酸奶，物流也很快。点赞了！	2023-05-04
19081191617	简爱酸奶	正面	这款简爱0%蔗糖的原味酸奶，不含任何的添加剂、增稠剂、甜味甜味剂，是一款纯原味的发酵乳，而且乳含量高达99%以上，蛋白质含量和碳水化合物都是非常优秀的。	2023-05-04
19081177415	简爱酸奶	正面	添加剂少，感觉有点酸，但回味很香	2023-05-04
19081181182	简爱酸奶	正面	添加剂少，感觉有点酸，但是回味很香	2023-05-04
19081127819	简爱酸奶	正面	第二次购买了，宝宝特别喜欢喝，强烈推荐	2023-05-04
19081124886	简爱酸奶	正面	有点小贵，但整体喝着很放心。	2023-05-04
19081100376	简爱酸奶	正面	很好多次购买 妈妈放心	2023-05-04
19081072775	简爱酸奶	正面	很好吃，宝宝很爱吃。	2023-05-04
19081071168	简爱酸奶	正面	相信简爱，配料简单，给孩子喝很放心，就算0蔗糖也有独特的风味，宝宝爱喝。每天午睡起来来一袋，营养又方便，很不错，价格再优惠点就更好了。	2023-05-04
19081071167	简爱酸奶	正面	相信简爱，配料简单，给孩子喝很放心，就算0蔗糖也有独特的风味，宝宝爱喝。每天午睡起来来一袋，营养又方便，很不错，价格再优惠点就更好了。	2023-05-04
19081060468	简爱酸奶	正面	?值得购买！没有什么味道，用起来还可以?，没有不舒服的地方?，所以我还蛮喜欢的	2023-05-04
19081037882	简爱酸奶	正面	好味道，高品质，儿子最爱	2023-05-04
19081031621	简爱酸奶	正面	儿子的最爱，每天都要来一包	2023-05-04
19081039548	简爱酸奶	正面	一直给孩子买这款酸奶 父爱配方 喝起来安心 孩子也喜欢喝 每天一袋 一直喝不腻 已经喝了很多很多了 会一直回购的产品 送货快	2023-05-04
19081021242	简爱酸奶	正面	这个酸奶味道不错，添加剂也很少，挺喜欢的。家里老人孩子喝着都比较放心，味道也还好，不是那种很甜的，我觉得不错，批量买一些搁冰箱里能喝20天。	2023-05-04
19081008770	简爱酸奶	正面	发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！	2023-05-04
19081001852	简爱酸奶	正面	生牛乳发酵，原味真实，口感好	2023-05-04
19080987294	简爱酸奶	正面	无添加任何添加剂，适合宝宝喝	2023-05-04
19080934016	简爱酸奶	正面	一直吃这个牌子的酸奶。	2023-05-04
19080885695	简爱酸奶	正面	纯纯的 无添加 贵有贵的道理	2023-05-04
19080852688	简爱酸奶	正面	酸奶很纯，很好喝！也不是很甜。	2023-05-04
19080850651	简爱酸奶	正面	还不错，冷鲜发货，收到也是凉凉的，还不错。下次再买。	2023-05-04
19080851880	简爱酸奶	正面	经常买的一款酸奶，不是非常的浓稠，大家都喜欢喝这种比较清爽的感觉，有时候买原味，有时候会换成这款百香果味的，送货及时，很喜欢。	2023-05-04
19080838837	简爱酸奶	正面	好喝贵	2023-05-04
19080847459	简爱酸奶	正面	很好喝 配料表很干净 配坚果很好吃	2023-05-04
19080816137	简爱酸奶	正面	一天一瓶的酸奶！给宝宝买的！宝宝超级爱喝！每天中午睡觉之前要来一瓶！配方什么的都值得推荐！很营养！很好！以后还会一直回购下去的！	2023-05-04
19080809279	简爱酸奶	正面	添加少，吃得放心些咯，不过是不是真的没添加就不知道了	2023-05-04
19080808534	简爱酸奶	负面	也不是第一次买了，这次体验感很差，就简单一个购物袋装着，任何保冷措施也没有，快递员也不通知一声，就这样室温下放置一个半小时才发现。	2023-05-04
19080805333	简爱酸奶	正面	不错，买了还有赠品，孩子很喜欢喝	2023-05-04
19080792408	简爱酸奶	正面	掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指	2023-05-04
19080785877	简爱酸奶	正面	速度很快，很新鲜很美味，包装完美	2023-05-04
19080764530	简爱酸奶	正面	挺好的	2023-05-04
19080768413	简爱酸奶	正面	非常喜欢这个很喜欢喝	2023-05-04
19080764109	简爱酸奶	正面	很好很喜欢喝很喜欢喝	2023-05-04
19080750076	简爱酸奶	正面	东西很好，物流也很快，下次还买。	2023-05-04
19080748916	简爱酸奶	正面	我儿子说挺好喝的	2023-05-04
19080724957	简爱酸奶	正面	一直喜欢，反复购买了几次	2023-05-04
19080701461	简爱酸奶	正面	真的是很方便快捷，露营必备，好评点赞	2023-05-04
19080707174	简爱酸奶	正面	之前在超市买过它家的超级桶，孩子说好喝，就是价格贵了点，上网看到这款优惠活动，买了两桶全家一起喝。口感酸甜适中，！！！！	2023-05-04
19080686202	简爱酸奶	正面	简爱 父爱配方 儿童酸奶2%蔗糖果蔬 100g*6 儿童零食 营养低温奶，配料表干净，味道也不错，给宝宝吃着放心，我也是非常喜欢吃，经常喝酸奶，扮水果也不错，所以家中常备各种酸奶，这次活动，所以又囤货了！宝宝从一岁开始就坚持喝简爱的酸奶了，家里楼下就有简爱的实体店，大品牌品质放心，作为一个成分党妈妈对于宝宝的食物真的是千挑万选，简爱这款酸奶成分简单，主要是生牛乳和乳酸菌，没有乱七八糟的添加剂，营养丰富，对于宝宝的肠道很友好，每天一袋，会一直坚持，希望多多做活动哦～	2023-05-04
19080672071	简爱酸奶	正面	这款酸奶是我怀孕期间喝的最多的酸奶。	2023-05-04
19080671247	简爱酸奶	正面	这款酸奶我买了很多次林糖，林黛糖还是很好喝。	2023-05-04
19080658826	简爱酸奶	正面	零糖的父爱配方，配料表非常干净，真的很适合所有人包括减脂的成年人。在京东买非常划算，去超市都不是这个价格，一袋就要九块多。京东质量保障，日期新鲜，点赞!	2023-05-04
19080623388	简爱酸奶	正面	刚刚收到！一直在喝这款酸奶，但是小瓶益生菌酸酸第一次买，喜欢喝这款酸奶是因为他简简单单，没有添加其它的东西，口感好酸酸甜甜正好，有活动还会回购的！	2023-05-04
19080621902	简爱酸奶	正面	物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理	2023-05-04
19080627643	简爱酸奶	正面	大小合适，做工精良，出口品质，最满意的一次淘货，很喜欢，下次会再来！	2023-05-04
19080609058	简爱酸奶	正面	特别健康的酸奶，无添加，适合孕妈	2023-05-04
19080607010	简爱酸奶	正面	发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！	2023-05-04
19080601049	简爱酸奶	正面	妥妥的0蔗糖，我是不是很喜欢喝这种味道，很好喝	2023-05-04
19080597492	简爱酸奶	正面	这款酸奶配料简单，喝着放心！	2023-05-04
19080581495	简爱酸奶	正面	宝宝非常喜欢喝，一天喝两包	2023-05-04
19080581492	简爱酸奶	正面	非常好，没有糖，宝宝很喜欢喝	2023-05-04
19080532073	简爱酸奶	正面	好好喝哦，趁着优惠买的，还会回购	2023-05-04
19080508827	简爱酸奶	正面	京东买东西太方便了，家里吃的用的京东都解决了，价格合理，配送速度快，售后服务也好，我现在生活是离不开京东了。京东买东西太方便了，家里吃的用的京东都解决了，价格合理，配送速度快，售后服务也好，我现在生活是离不开京东了。	2023-05-04
19080513315	简爱酸奶	正面	好评！	2023-05-04
19080510530	简爱酸奶	正面	买来给小孩子喝，宝宝小，只能喝0蔗糖的，我觉得有点酸，宝宝却很爱喝	2023-05-04
19080453306	简爱酸奶	正面	宝宝爱喝，价格实惠了	2023-05-04
19080449767	简爱酸奶	正面	满意，没有甜味，可以搭配燕麦片，健康	2023-05-04
19080449348	简爱酸奶	正面	不甜，但是健康。	2023-05-04
19080456014	简爱酸奶	正面	"宝宝不爱喝牛奶和奶粉，只能买酸奶来补营养了。
口感：父爱配方这款口味偏酸一点。
配料：配料挺简单的，只有生牛乳和乳酸菌，我买的无糖的。"	2023-05-04
19080452775	简爱酸奶	正面	这款酸奶孩子很喜欢，泡麦片也好喝	2023-05-04
